UDI,Product ID,Type,Cooling temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Lubricant pressure [bar],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Air temperature [K]
3067,M17926,M,282.3764347,309.2,1457,44.3,5.79085748,98,0,0,0,0,0,300.1
978,L48157,L,389.2977794,306.7,1917,21,6.567754589,127,0,0,0,0,0,296
2942,M17801,M,116.1019705,309.6,1996,19.8,7.200169845,203,1,0,0,0,0,300.7
5378,L52557,L,303.574525,312.4,2030,19.1,2.915124976,192,0,0,0,0,0,302.9
4731,L51910,L,249.8327112,311.7,1508,35.5,9.92361258,217,0,0,0,0,0,303.3
1621,L48800,L,265.4896702,307.7,1492,43.7,1.031623805,59,0,0,0,0,0,297.9
2147,L49326,L,258.6401522,308.8,1647,32.9,4.646826005,172,0,0,0,0,0,299.3
1802,M16661,M,381.3418237,307.5,1427,43.6,8.456829674,101,0,0,0,0,0,298
2096,L49275,L,176.521793,309.3,1525,,7.744567583,30,0,0,0,0,0,299.4
6075,M20934,M,139.1874612,310.8,1533,39.3,7.195962007,194,0,0,0,0,0,301
5246,L52425,L,292.7709538,313,1575,38.3,9.638752505,54,0,0,0,0,0,303.6
1358,L48537,L,246.8153081,309.9,1461,45.7,2.744700884,49,0,0,0,0,0,298.6
8064,M22923,M,356.1676926,311.7,1551,36.4,1.800770101,84,0,0,0,0,0,300.3
6051,M20910,M,148.8169628,311.1,1546,37.7,6.588922679,133,0,0,0,0,0,300.9
8369,L55548,L,312.0708879,309.8,1534,42.1,7.586730862,23,0,0,0,0,0,298.9
6018,L53197,L,248.1216894,310.9,1398,38.2,7.146602105,50,0,0,0,0,0,300.8
9932,L57111,L,236.1480624,308.3,1432,46.9,3.856453347,65,0,0,0,0,0,298.3
8770,M23629,M,219.2536787,308.6,1452,41.2,7.954150006,197,0,0,0,0,0,297.4
7504,M22363,M,164.4334352,311.7,1646,28.9,5.731608205,198,0,0,0,0,0,300.3
1610,L48789,L,190.2891502,307.7,1581,34.9,5.018708216,31,0,0,0,0,0,297.7
3097,L50276,L,348.1554521,309.2,1560,38.9,4.596705825,180,0,0,0,0,0,299.9
9772,M24631,M,141.0103075,309.6,1424,50.4,4.428331202,32,0,0,0,0,0,298.7
2416,M17275,M,370.1746712,308.5,1587,35.6,9.612403718,2,0,0,0,0,0,299.1
2018,L49197,L,316.50598,308.5,1483,42.5,5.909863575,46,0,0,0,0,0,298.7
6019,M20878,M,129.7982285,310.9,1557,31.6,2.272322548,52,0,0,0,0,0,300.8
4126,L51305,L,226.3002253,310.6,1439,40,5.823006257,7,0,0,0,0,0,302.1
9803,H39216,H,253.4351261,309.3,1984,19.2,8.962318807,132,0,0,0,0,0,298.4
3247,L50426,L,398.0605095,309.7,1468,42,3.54254694,141,0,0,0,0,0,301
125,L47304,L,212.1572897,308.7,1727,29.4,2.081007578,116,0,0,0,0,0,298.9
6426,L53605,L,331.3479656,309.9,1393,56.1,9.842426023,12,0,0,0,0,0,300.3
5309,L52488,L,221.369292,313.2,1481,42.6,8.334220112,213,0,0,0,0,0,304
7464,H36877,H,374.9388842,311.4,1518,46.9,1.918204048,87,0,0,0,0,0,300.1
9158,L56337,L,173.3339881,308.5,1462,52.3,3.323393347,148,0,0,0,0,0,
3342,H32755,H,258.0051974,310.7,1329,52,9.277815625,160,0,0,0,0,0,301.4
599,L47778,L,372.1410205,309.6,1480,47.9,6.728680766,18,,0,0,0,0,297.7
2124,L49303,L,351.5904577,309,1491,38.4,8.868786511,115,0,0,0,0,0,299.3
9499,H38912,H,223.017722,310.1,1542,,7.4577762,5,0,0,0,0,0,
7686,L54865,L,179.4862901,311.7,1397,43.5,6.21052592,227,0,0,0,0,0,300.8
7050,L54229,L,212.6045251,310.4,1494,47.3,7.487026855,118,0,0,0,0,0,300.6
9662,H39075,H,389.491525,310,1458,44.9,1.881792974,221,0,0,0,0,0,299
2198,L49377,L,304.6736814,309,1412,49.2,2.687304474,85,0,0,0,0,0,299.7
4052,L51231,L,266.4436851,310.8,1383,46.4,5.437468988,37,0,0,0,0,0,301.8
6055,H35468,H,133.8991609,310.8,1518,40.1,8.489819254,142,,0,0,0,0,300.7
3363,L50542,L,324.2456681,310.6,1445,43.9,7.538261673,210,,0,0,0,0,301.4
6852,M21711,M,398.9859535,311.2,1394,41.3,1.459442199,16,0,0,0,0,0,301
726,L47905,L,365.0000716,308.8,1640,34.2,8.336797949,142,0,0,0,0,0,297.4
4935,L52114,L,215.3446035,312.2,1580,35.8,7.764891341,90,0,0,0,0,0,303.4
979,M15838,M,200.4371181,306.8,1526,42.3,9.053799118,129,0,0,0,0,0,296.2
809,L47988,L,119.1432723,307.7,1424,43.3,1.348830107,120,0,0,0,0,0,296.9
9604,M24463,M,306.6968288,310.1,1549,40.2,7.726074671,65,0,0,0,0,0,298.9
1476,M16335,M,275.8471644,309.5,1519,,8.432506204,133,0,0,0,0,0,298.4
5936,L53115,L,397.7880469,310.5,1646,34.5,9.028891934,63,0,0,0,0,0,300.5
9037,L56216,L,319.8021199,308.3,1519,37.7,8.935194803,45,,0,0,0,0,297.3
7336,L54515,L,284.2891886,310.4,1328,49.9,6.547718332,206,0,0,0,0,0,299.9
3963,L51142,L,301.343319,311.5,1785,24.8,8.450925367,45,,0,0,0,0,302.4
6423,L53602,L,242.0563451,309.9,1377,55.3,6.270312927,4,0,0,0,0,0,300.3
4906,L52085,L,211.6659957,312.4,1363,53.1,4.727098079,7,0,0,0,0,0,303.6
1236,H30649,H,277.2087942,308.4,1654,31.4,2.913133059,171,0,0,0,0,0,297.1
1226,H30639,H,202.2890384,308.3,1492,41.5,4.006929188,141,0,0,0,0,0,297.1
8050,H37463,H,100.6684999,311.9,1604,30.5,6.199491396,45,0,0,0,0,0,300.6
9279,H38692,H,206.7036126,308.8,1606,39.9,5.487775217,53,0,0,0,0,0,298.2
8672,L55851,L,386.5341396,308.8,1530,37.8,9.039680056,157,0,0,0,0,0,297.5
5230,H34643,H,218.8882613,313.1,1790,26.7,4.572617367,17,0,0,0,0,0,303.9
6951,H36364,H,291.6802819,311.3,1374,53.1,3.945602426,66,,0,0,0,0,300.7
3218,L50397,L,391.4473722,309.5,2025,21.4,7.804756316,64,0,0,0,0,0,300.6
288,L47467,L,167.5603991,308.3,1805,31.6,8.70633162,96,0,0,0,0,0,298.2
5024,M19883,M,136.7781761,313,1575,34.5,6.060890671,92,0,0,0,0,0,304
2967,L50146,L,235.6647102,309.3,1601,40.2,7.71686524,69,0,0,0,0,0,300.6
3165,L50344,L,263.7526402,309.7,1685,31.3,4.812065229,152,0,0,0,0,0,300.4
6004,L53183,L,346.7352263,310.2,1529,,9.510183774,10,0,0,0,0,0,
8888,L56067,L,130.7590935,308.9,1530,37.6,4.5132299,106,0,0,0,0,0,297.8
1658,M16517,M,321.2584454,308,1374,,4.587444501,156,0,0,0,0,0,298.1
1976,L49155,L,325.456789,307.7,1422,45.6,8.947721884,140,0,0,0,0,0,298
2398,L49577,L,264.7275187,308.6,1582,38.8,9.830817664,156,0,0,0,0,0,299.2
453,M15312,M,381.5191918,308.6,1643,31,5.534329146,89,0,0,0,0,0,297.4
8031,L55210,L,342.1573822,312,1490,42.2,5.514963805,3,0,0,0,0,0,300.6
4697,L51876,L,300.5466278,311.6,1449,41.7,3.843602631,132,0,0,0,0,0,303.4
3682,M18541,M,171.1597753,311.3,1453,45.1,8.339405616,174,0,0,0,0,0,302.1
423,L47602,L,162.4446095,308.3,1333,55.2,9.823385357,11,0,0,0,0,0,297.3
9726,M24585,M,111.1471109,309.7,1629,27.9,3.924566195,136,0,0,0,0,0,298.7
658,L47837,L,213.8344802,309.2,1365,58.6,9.81657464,170,0,0,0,0,0,297.7
3302,L50481,L,161.4349549,310.5,1365,47.7,2.723774786,70,0,0,0,0,0,301.3
6395,M21254,M,241.8095541,309.7,1408,44,5.465412171,144,0,0,0,0,0,300.2
2846,L50025,L,329.9436131,309.2,1398,54.4,4.996002674,198,0,0,0,0,0,300.3
8292,L55471,L,176.6266157,310.5,1717,26.9,6.012960592,17,0,0,0,0,0,298.9
7498,M22357,M,282.2140617,311.8,1483,45.1,2.458706443,181,0,0,0,0,0,
1002,L48181,L,211.1741305,307.1,1662,32.9,1.139242943,190,0,0,0,0,0,296.3
4199,M19058,M,135.3472001,311.1,1432,44.5,2.987457819,195,0,0,0,0,0,302.4
2419,L49598,L,319.4533225,308.3,1660,34.4,6.891337018,9,0,0,0,0,0,298.9
7483,M22342,M,230.5063657,311.6,1510,47.5,1.996430911,146,0,0,0,0,0,
5707,L52886,L,129.1623641,311.9,1290,70,9.836546006,139,0,0,1,0,0,302.4
3848,M18707,M,397.3955933,311,1450,,9.253239792,175,0,0,0,0,0,302.3
962,L48141,L,394.5721714,306.5,1493,40.5,4.928903813,90,0,0,0,0,0,295.8
1581,M16440,M,275.7908217,308.4,1444,47.5,8.642597492,178,0,0,0,0,0,298.3
5008,L52187,L,134.9091306,312.9,1442,,5.504853583,52,0,0,0,0,0,303.8
2207,L49386,L,320.2760074,309.2,1436,52,3.41542816,107,,0,0,0,0,299.9
6313,M21172,M,391.6590269,310.2,1533,38.1,1.130592902,137,0,0,0,0,0,300.9
9563,M24422,M,330.0071829,311,1435,50.1,1.133535436,168,0,0,0,0,0,299.7
4232,L51411,L,250.6536037,310.8,1340,,2.753079819,54,0,0,0,0,0,302.2
758,L47937,,153.8902715,308.1,1555,33.7,7.940091508,229,0,0,0,0,0,296.9
2285,L49464,L,345.2307873,308.5,1378,53.4,8.058149082,100,0,0,0,0,,299.2
6664,L53843,L,278.7239911,310.4,1504,47.2,7.345530558,193,0,0,0,0,0,301.3
4756,L51935,L,156.8475963,311.7,1295,51.3,2.018869232,51,0,1,0,0,0,303.4
8212,L55391,L,116.243563,310.6,1675,33.3,6.405297751,28,0,0,0,0,0,299.2
808,L47987,L,309.1139396,307.7,1867,22.8,5.989879698,118,0,0,0,0,0,297
6576,M21435,M,149.1036811,310.5,1451,45.3,2.72181175,183,0,0,0,0,0,301.4
7720,H37133,H,351.0029527,311.7,1535,,2.945268929,92,0,0,0,0,0,300.6
1957,M16816,M,394.4814943,307.7,1364,46.8,9.954280074,89,0,0,0,0,0,297.9
2446,H31859,H,171.6258193,308.7,1375,55.1,1.083084613,78,0,0,0,0,0,299.2
5876,M20735,M,360.9612731,311,1577,39.7,8.292174906,118,0,0,0,0,0,301.5
8164,L55343,L,201.8315181,311.1,1574,36.4,4.956980323,135,0,0,0,0,0,299.7
6139,M20998,M,223.8527756,310.7,1452,43,1.60076529,139,0,0,0,0,0,300.8
2403,L49582,L,210.1133011,308.7,1325,51,3.378313786,171,0,0,0,0,0,299.2
1074,L48253,L,151.1220274,307.8,1414,47.5,3.848862832,168,0,0,0,0,0,297
6558,M21417,M,213.0467033,310.6,1638,31.9,7.194987196,137,0,0,0,0,0,301.5
4241,L51420,L,240.0695415,311.1,1905,20.9,8.681141095,77,0,0,0,0,0,302.4
8510,M23369,M,277.6333878,309.7,1870,22.5,3.279938657,170,0,0,0,0,0,298.4
2092,L49271,L,138.6998639,309.2,1433,42.1,2.526512296,22,0,0,0,0,0,299.4
4528,M19387,M,370.5136775,310.5,1372,45.7,6.626056027,144,0,1,0,0,0,302.4
7203,L54382,L,185.556864,309.7,1326,61.9,7.891918349,80,0,0,0,0,0,300
6796,L53975,L,325.4689996,310.8,1477,50.4,9.31066589,90,0,0,0,0,0,301.4
7238,M22097,M,193.2995575,310,1632,33.7,4.719631418,172,0,0,0,0,0,299.8
7423,L54602,L,385.4306916,311.2,1351,44.1,4.216604687,206,0,0,0,0,0,300
6850,L54029,L,224.9835021,311.3,1498,37.6,1.627592079,11,0,0,0,0,0,301.1
6837,H36250,H,188.8091714,311,1339,52.8,4.345185916,194,,0,0,0,0,301.1
1004,L48183,L,332.9658077,307.1,1444,46.7,4.082058037,194,0,0,0,0,0,296.2
9100,H38513,H,380.5804911,308.1,1477,52.3,7.923092665,2,0,0,0,0,0,297.3
6563,M21422,M,153.6607694,310.7,1871,21.3,1.144062789,152,0,0,0,0,0,301.5
5615,H35028,H,390.4220876,312.2,1624,28.8,3.315053356,117,0,0,0,0,0,
4652,L51831,L,133.0533141,311.4,1349,51.1,6.965983253,9,0,1,0,0,0,303.2
5314,M20173,M,140.7540155,312.9,1566,32.6,2.513279809,9,0,0,0,0,0,303.7
1486,M16345,M,322.2296663,309,1976,19.3,1.415428713,158,0,0,0,0,0,298.1
7608,M22467,M,104.194499,311.3,1468,41.1,6.892997864,34,0,0,0,0,0,300.5
1412,L48591,L,105.7061619,310.1,1944,23.4,6.320726962,192,0,0,0,0,0,298.9
9304,L56483,,282.5175595,309,1491,38.3,7.374439163,121,0,0,0,0,0,298.2
710,M15569,M,215.0707046,308.8,1357,49.7,3.40624155,104,0,0,0,0,0,297.6
9807,L56986,L,359.9390761,309.1,1417,60.5,5.060788279,143,,0,0,0,0,298.3
8043,L55222,L,156.3943342,311.9,1486,45.1,2.07692789,30,0,0,0,0,0,300.8
7212,L54391,L,237.2781551,309.7,1431,40.3,8.692471152,101,0,0,0,0,0,299.8
3077,L50256,L,120.2865341,309.2,1444,43.6,6.797870049,123,0,0,0,0,0,300
8315,L55494,L,252.0948766,309.9,1739,30.6,9.011514726,83,0,0,0,0,0,298.8
4102,L51281,L,164.0710068,310.4,1884,23.4,4.107094433,163,0,0,0,0,0,301.9
5115,M19974,M,330.5046376,313.8,1481,44.9,2.986690697,136,0,0,0,0,0,304.2
2723,L49902,L,291.3029234,309.3,1558,34.8,1.520718543,115,0,0,0,0,0,299.6
9360,M24219,M,266.3781519,308.7,1581,47.4,2.92039449,51,0,0,0,0,0,298.1
1269,L48448,L,198.1301249,309.5,1496,45.8,6.226070543,46,0,0,0,0,0,298
2463,L49642,L,267.3937388,308.5,1742,34.5,2.222436005,117,0,0,0,0,0,298.9
5465,M20324,M,376.6482048,312.4,1659,33.1,6.288918412,152,0,0,0,0,0,302.9
269,H29682,H,120.13373,308,1800,24.8,1.388262675,44,0,0,0,0,0,297.9
3581,L50760,L,118.4295659,310.6,1650,31.9,1.740061222,126,,0,0,0,0,301.8
5350,M20209,M,272.053648,312.7,1642,33.6,9.461281356,104,0,0,0,0,0,303.3
7291,L54470,L,277.6726205,310.6,1806,24.4,6.002717905,88,0,0,0,0,0,300.3
5158,H34571,H,225.2547652,313.3,1397,,2.841941704,34,0,0,0,0,0,304.1
6602,M21461,M,191.0459493,310.7,1347,47.9,9.044932429,29,0,0,0,0,0,301.5
2822,M17681,M,227.5473162,309.6,1419,42.5,9.966826775,137,0,0,0,0,0,300.3
5808,M20667,M,335.7019883,310.9,1489,38.9,7.333749512,179,0,0,0,0,0,301.4
590,L47769,L,193.3768891,309.4,1491,40.2,8.345374444,231,0,0,0,0,0,297.6
5956,L53135,L,184.8269966,310.8,1653,31.6,3.802864456,111,0,0,0,0,0,300.7
5255,L52434,L,203.591093,313.1,1897,23.6,2.12195769,75,0,0,0,0,0,
6662,M21521,M,385.1627954,310.4,1501,39.8,1.009385094,187,0,0,0,0,0,
7657,L54836,L,145.4249305,311.6,1541,47.8,3.987034534,156,0,0,0,0,0,300.5
8726,M23585,M,226.5557909,308.5,1515,42.1,8.851178758,81,0,0,0,0,0,297.1
6897,M21756,M,372.9786881,311.6,1454,40,6.291542144,140,0,0,0,0,0,301
7595,L54774,L,219.6069188,311.3,1531,38.5,8.03673923,0,0,0,0,0,0,300.6
2029,M16888,M,272.1332886,308.3,1349,46.6,6.561018743,74,0,0,0,0,0,298.7
6819,M21678,M,130.6174995,310.7,1657,29.9,3.037063726,148,0,0,0,0,0,301
678,L47857,L,351.1526534,309.2,1478,39.7,3.973346984,10,0,0,0,0,,
5764,H35177,H,243.9065916,311.2,1451,,9.593280226,70,0,0,0,0,0,301.8
1233,L48412,L,327.0945957,308.6,1500,37.1,3.315062133,161,0,0,0,0,0,297.2
5297,H34710,H,359.1433613,313.2,1379,50.2,8.342497475,178,0,0,0,0,0,303.8
7104,H36517,H,134.9897581,310.3,1777,30.1,2.655590157,38,0,0,0,0,0,300.8
5035,M19894,M,301.3482755,313.1,1514,41.1,4.391214021,121,0,0,0,0,0,303.9
5453,M20312,M,183.969414,312.7,1553,35.8,8.676243497,122,0,0,0,0,0,303
2433,L49612,L,129.3552587,308.2,1510,43.5,8.07334324,46,0,0,0,0,0,298.9
6320,L53499,L,295.5493175,310.2,1514,40,8.165027309,155,0,0,0,0,0,300.8
6120,L53299,L,315.3613881,311.1,1471,39.3,4.215574706,91,0,0,0,0,0,300.9
9159,H38572,H,282.5564367,308.4,1487,46.2,3.848366979,150,0,0,0,0,0,297.4
9954,L57133,L,177.368752,307.8,1565,35.3,4.106591801,119,0,0,0,0,0,298.1
897,L48076,L,256.6082626,306.1,1573,35.1,8.80172317,129,0,0,0,0,0,295.5
1612,M16471,M,287.2226857,307.9,1726,27.3,5.746407388,35,0,0,0,0,0,297.8
6475,M21334,M,109.1205242,309.7,1347,54.3,8.876199736,136,0,0,0,0,0,300.5
7662,L54841,L,206.3370751,311.6,1575,32.5,8.183573021,168,0,0,0,0,0,300.5
7461,L54640,L,273.3656216,311.5,1445,41.6,2.353968309,81,0,0,0,0,0,300
3807,M18666,M,174.719477,310.9,1360,,9.714615235,67,0,1,0,0,0,302.3
8274,M23133,M,236.4601295,310.6,1787,22.2,8.078780355,192,0,0,0,0,0,299
9452,H38865,H,122.9353239,308.7,1536,39.6,3.146662624,99,0,0,0,0,0,
4702,H34115,H,129.8340305,311.7,1584,32.7,7.283641873,143,0,0,0,0,0,303.5
3962,M18821,M,195.7854405,311.4,1642,32.1,2.491502209,42,0,0,0,0,0,302.2
5418,L52597,L,310.6243407,312.4,1386,45.8,2.040181791,38,0,0,0,0,0,302.6
891,L48070,L,216.3569135,306,1370,52.4,4.779554368,115,0,0,0,0,0,295.6
5000,M19859,M,184.0983329,312.9,1532,,6.076082142,32,0,0,0,0,0,303.7
7507,L54686,L,240.2008099,311.9,1511,41.8,1.344744278,205,0,0,0,0,0,300.5
7882,L55061,L,104.4361615,312.4,1493,39.1,8.367899629,79,0,0,0,0,0,300.8
5096,M19955,M,211.2901858,313.5,1428,39.9,4.497284979,88,0,0,0,0,0,304.1
6933,L54112,L,291.3039509,311.4,1322,67.2,8.778831884,18,0,0,1,0,0,300.8
9618,L56797,L,169.6007223,310.2,1516,35.3,6.583301119,102,0,0,0,0,0,299
2800,L49979,L,197.9132991,309.6,1404,44.6,5.894250742,87,0,0,0,0,0,300.3
585,H29998,H,193.8837598,309.6,1419,48.2,1.350436418,215,0,0,0,0,0,297.6
3269,M18128,M,180.7689561,310.1,1525,37.8,8.291815432,199,0,0,0,0,0,301.3
3933,L51112,L,133.8739563,311.6,1953,22.4,6.237285308,180,0,0,0,0,0,302.6
1261,L48440,L,180.8187583,309,1528,33.8,4.675743272,22,0,0,0,0,0,297.6
6206,M21065,M,171.8241911,310.7,1696,27.3,5.488041562,76,0,0,0,0,0,
311,H29724,H,250.3582562,308.6,1526,41.8,7.352155346,160,0,0,0,0,0,298
7790,L54969,L,297.4378772,311.5,1495,38.5,1.462680808,69,0,0,0,0,0,300.2
6459,M21318,M,340.4533876,310,1302,62.9,7.284770659,87,0,0,0,0,0,300.6
6207,M21066,M,333.8443127,310.6,1669,28.4,4.671318705,79,0,0,0,0,0,300.8
5883,L53062,L,335.2883517,311.1,1469,36.9,4.573608308,133,0,0,0,0,0,301.4
4669,H34082,H,288.7036688,311.4,1692,27.9,4.613968032,55,0,0,0,0,0,303.3
4299,M19158,M,237.9686627,310.2,1437,42.3,5.852672436,0,0,0,0,0,0,301.8
3784,H33197,H,216.1898633,310.8,1397,47.6,5.358073931,11,0,0,0,0,0,302.2
1009,L48188,L,287.024453,307.1,1441,41.7,1.135263767,3,0,0,0,0,0,296.2
8355,L55534,L,215.963458,309.6,1390,50.3,1.232773706,196,,0,0,0,0,298.6
2186,L49365,L,235.3645785,309.4,1630,32.4,4.528645314,53,0,0,0,0,0,299.8
3624,M18483,M,109.2812473,311.3,1530,36.4,5.171701099,27,0,0,0,0,0,302
7040,H36453,H,180.1878355,310.5,1519,37,3.339993923,91,0,0,0,0,0,300.6
4923,M19782,M,171.8132069,312.2,1615,35.7,1.319330721,56,0,0,0,0,0,303.4
9674,M24533,M,116.060321,310.1,1593,35.4,4.369347197,5,0,0,0,0,0,299
7951,L55130,L,118.3161372,311.6,1568,36,4.268001492,23,0,0,0,0,0,300.8
6126,L53305,L,289.6275781,310.9,1995,20.2,4.898822506,105,0,0,0,0,0,300.9
4757,H34170,H,345.8867301,311.7,1991,19,2.302041731,53,0,0,0,0,0,303.4
5075,L52254,L,154.0608417,313.1,1666,34.6,7.728387694,33,0,0,0,0,0,304.1
91,L47270,L,313.4882919,308.9,1753,25.8,9.104985357,33,0,0,0,0,0,
5975,L53154,L,199.4441981,310.7,1488,39.4,8.010009604,159,0,0,0,0,0,300.5
6419,H35832,H,358.8461198,309.9,1405,52.1,3.641848414,205,0,0,0,0,0,300.3
8641,L55820,L,126.829987,308.6,1383,47.5,4.209807522,75,0,0,0,0,0,297.6
8691,L55870,L,398.5128266,308.5,1323,44.4,7.391219416,207,1,0,0,0,0,297.1
2118,H31531,H,386.4749661,308.9,1762,29.3,4.063684682,91,0,0,0,0,0,299.4
2938,L50117,L,307.8895708,309.6,1810,26,1.034750392,195,0,0,0,0,0,300.7
6843,L54022,L,129.9616595,311.2,1635,29.6,9.839052949,211,0,0,0,0,0,301.2
984,L48163,L,392.6060201,306.9,1526,34.9,5.17377029,140,0,0,0,0,0,296.2
7261,L54440,L,273.3462002,310.5,2424,14.5,2.798823502,12,0,0,0,0,0,300.4
9986,H39399,H,369.0364492,308.5,1572,35.6,3.320841952,202,,0,0,0,0,298.7
2926,M17785,M,187.7983212,309.6,1388,51.1,8.632428703,160,0,0,0,0,0,300.7
6062,H35475,H,107.6195406,311.1,1618,29.5,5.459334302,160,0,0,0,0,0,
3215,H32628,H,252.9034254,309.3,1396,51.2,8.380648156,54,0,0,0,0,0,300.4
6448,L53627,L,385.3235561,310.1,1337,45.8,6.626167037,62,0,0,0,0,0,300.6
6780,M21639,M,283.3330242,310.8,1372,54.2,3.449288715,49,0,0,0,0,0,301.3
7039,L54218,L,380.085261,310.6,1654,34.2,1.309345567,89,0,0,0,0,0,300.7
5664,M20523,M,343.2180593,311.5,1530,42.3,9.305799171,21,0,0,0,0,0,302.3
628,L47807,L,198.2086698,310.1,1455,42.2,3.705235774,94,0,0,0,0,0,298.4
8009,L55188,L,332.7533188,311.9,1414,41.1,7.932886817,171,0,0,0,0,0,300.8
5126,M19985,M,124.1951098,313.5,1416,48.1,6.376475703,167,0,0,0,0,0,304.3
4766,L51945,L,209.9682743,312,1892,22.5,3.961847375,79,0,0,0,0,0,303.7
8144,L55323,L,196.6666929,310.9,1477,40.4,2.418015123,83,0,0,0,0,0,299.7
9595,L56774,L,196.9687618,310.3,1727,28.7,5.639976184,43,0,0,0,0,0,299.1
1270,L48449,L,394.1055327,309.5,1467,41.8,8.971026519,48,0,0,0,0,0,298.1
129,L47308,L,248.5737824,308.6,1587,38.6,2.862927468,124,0,0,0,0,0,299
6113,L53292,L,325.5947967,310.8,1925,22,1.591955402,74,0,0,0,0,0,300.7
1712,L48891,L,127.0581035,307.8,1355,51.3,4.505090375,70,0,0,0,0,0,298.2
7863,M22722,M,348.2237155,312,1382,54.1,7.941481347,27,0,0,0,0,0,300.5
4236,L51415,L,120.4112446,310.8,1438,41.4,3.169333682,66,0,0,0,0,0,302.2
5193,L52372,L,247.4104955,313.1,1310,62.9,2.511678637,130,0,0,0,0,0,
2399,L49578,L,396.604836,308.5,1490,43.2,1.703573626,158,0,0,0,0,0,299.2
5435,L52614,L,119.9254359,312.5,1629,30.4,6.89174796,74,0,0,0,0,0,302.9
6058,L53237,L,344.3475564,310.8,1689,32.9,5.171285618,151,0,0,0,0,0,300.8
9319,L56498,L,234.4890201,309.4,1364,44.5,5.630405965,162,0,0,0,0,0,298.5
1187,L48366,L,118.7009848,308.4,1417,47.8,6.423425877,31,0,0,0,0,0,297.3
6014,L53193,L,164.0310662,310.8,1597,30.5,2.427893709,38,0,0,0,0,0,300.7
9794,H39207,H,123.9620148,309.4,1414,46.7,5.161988732,102,,0,0,0,0,298.5
6015,H35428,H,122.3867285,310.8,1618,32.8,6.00113205,40,0,0,0,0,0,300.8
1978,M16837,M,151.9748331,307.7,1633,30.7,4.512750964,145,0,0,0,0,0,298.1
9888,L57067,L,102.3575476,309.5,1368,44.7,3.156836803,147,0,0,0,0,0,298.8
4248,L51427,L,306.1453283,311,1369,60,8.072824174,93,0,1,0,0,0,302.6
7673,M22532,M,307.0000899,311.7,2141,17.2,8.219856072,196,0,0,0,0,0,300.5
916,M15775,M,255.0108228,305.8,1526,38.2,4.234889979,181,0,0,0,0,0,295.4
1306,L48485,L,131.7713841,310,1672,30.4,5.730488218,150,0,0,0,0,0,298.8
5456,M20315,M,337.8300345,312.6,1895,23.5,7.793940862,129,0,0,0,0,0,303.1
3050,L50229,L,176.6191248,309.2,1326,55.9,3.001986632,55,0,0,0,0,0,300.1
9522,M24381,M,176.56247,310.1,1484,40.4,3.012211867,61,0,0,0,0,0,298.9
1274,L48453,L,224.7727458,309.4,1397,48.2,2.352450033,63,0,0,0,0,0,298.1
8056,H37469,H,374.4109301,311.6,1496,41.1,6.334425946,60,0,0,0,0,0,300.2
2797,L49976,L,183.134548,309.5,1539,35.3,2.477267673,80,0,0,0,0,0,300.2
1399,L48578,L,181.4129693,310.3,1472,46.6,3.74062886,157,0,0,0,0,0,299.1
3359,L50538,L,288.8567039,310.6,1522,,9.454995031,202,0,0,0,0,0,301.5
184,L47363,L,133.4988992,308.2,1485,40.7,8.167354308,57,0,0,0,0,0,298.1
6868,L54047,L,117.5650976,311.3,1342,,5.603858551,60,0,0,0,0,0,301
5696,L52875,,231.7748628,311.8,1451,42,3.990670257,110,0,0,0,0,0,302.4
8836,H38249,H,215.2039011,308.8,1324,53.5,2.101864036,169,0,0,0,0,0,297.4
9627,M24486,M,150.620765,310,1341,58.9,2.088795554,126,0,0,0,0,0,299
6171,H35584,H,307.2365839,310.5,1559,40.1,3.503548494,220,0,0,0,0,0,300.8
6988,L54167,L,227.1977146,311.1,2437,13.8,1.221608073,163,0,0,0,0,0,300.7
4568,M19427,M,196.4422373,310.8,1451,,7.747423022,32,0,0,0,0,0,302.8
8956,M23815,M,342.1407671,308,1355,55.1,9.393294019,63,0,0,0,0,0,297.4
2657,L49836,L,347.9769879,309.5,1349,51.3,5.144895303,176,0,0,0,0,0,299.9
8310,M23169,M,168.2595017,310,1459,40.2,2.688737231,69,0,0,0,0,0,298.7
6858,L54037,L,196.8593614,311.3,1622,,1.965084915,34,0,0,0,0,0,301.1
1962,L49141,L,290.5913075,307.5,1448,51.2,8.18262597,107,,0,0,0,0,297.8
6384,H35797,H,190.8167619,309.7,1483,43.8,1.084288195,108,0,0,0,0,0,300.2
8854,L56033,L,184.4918017,308.9,1458,41.1,1.877186876,14,0,0,0,0,0,297.7
9974,L57153,L,152.9056459,308.2,1444,40.5,6.289948823,170,0,0,0,0,0,298.5
1252,M16111,M,216.7324612,308.8,1359,48.7,1.539804179,220,0,0,0,0,0,297.4
3177,L50356,L,141.3833538,309.6,1435,45.4,3.095412038,181,0,0,0,0,0,300.3
7761,M22620,M,131.674651,311.7,1511,33,9.975938993,200,,0,0,0,0,300.4
5014,M19873,M,167.9412022,312.9,1594,35.2,4.827117931,69,0,0,0,0,0,303.8
9706,L56885,L,360.6875968,310,1482,41.1,4.837545339,82,0,0,0,0,0,298.9
6540,L53719,L,234.4200514,310.7,1436,54.1,8.903129951,90,0,0,0,0,0,301.4
